Gene	log2FC	p_value
79018	-0.4249	0.1597
1819	-0.4958	0.2777
105371566	-0.2170	0.7939
51168	-5.9494	0.0195
105371567	-17.5250	0.0501
54890	-0.6986	0.3696
3996	-0.8310	0.1373
2314	-0.4730	0.5092
125170	-1.1946	0.1864
7156	-0.1098	0.8017
140775	-0.8268	0.0195
6470	0.7076	0.3712
102466733	-17.6502	0.4950
645027	0.0000	nan
400579	1.2702	0.4896
339240	0.0000	nan
339241	0.0000	nan
105371570	0.0000	nan
729252	0.0000	nan
105371569	0.0000	nan
654346	-0.4492	0.8335
220594	-1.5115	0.1495
80039	-1.3295	0.2628
284047	-1.7772	0.1700
107985051	-16.9181	0.2192
254272	1.7108	0.4705
729288	-0.9170	0.0252
2310	-1.1708	0.0115
147166	-1.1769	0.3566
10517	-1.6075	0.1367
51030	-1.1531	0.1386
101929141	-2.3313	0.2684
5636	-1.0239	0.0058
125206	-0.3581	0.5823
644815	-0.7973	0.1099
10750	-16.5628	0.1581
112268188	-18.1837	0.3065
26851	-0.7568	0.6327
780852	-2.5985	0.3432
102724624	-1.2016	0.4974
780854	-2.5985	0.3432
400581	1.0201	0.3678
79999	-1.1031	0.3183
780851	-1.5461	0.4257
780853	-1.8027	0.4288
388436	-1.2109	0.0433
22905	-1.3909	0.0397
100874309	-2.1573	0.5108
100874018	-0.6997	0.6603
27077	-0.8741	0.0490
100302256	-20.7493	0.2192
105371573	-1.6820	0.2124
5598	-2.1650	0.0414
4239	-3.4202	0.0288
7732	-1.6638	0.2308
105371574	-17.8527	0.1333
107984995	-17.3658	0.0056
112268205	-14.9892	0.3065
100189203	0.0000	nan
55244	-3.0058	0.1859
677882	1.6527	0.4326
105371578	-3.6002	0.1148
224	-1.3885	0.0853
146802	-17.7978	0.0340
218	-4.5303	0.1338
9706	-1.3710	0.0044
100189277	0.0000	nan
11216	-1.1242	0.0198
92521	-0.5269	0.5586
100131943	0.0000	nan
105371579	-16.5147	0.2736
348254	-1.9187	0.1486
347716	-2.1407	0.1056
100996259	-0.5654	0.6234
339256	-13.7427	0.4950
284194	-15.1233	0.3293
644945	-12.9417	0.4950
100996294	-15.7086	0.0109
105371580	-15.4812	0.2229
256223	0.0000	nan
105371582	-0.6152	0.2582
105371583	0.0000	nan
100287072	-1.1202	0.4368
339184	-16.5779	0.1169
440416	-1.9659	0.2316
339260	-1.5334	0.2505
23326	-0.6030	0.1722
101060544	-3.5189	0.1388
25979	-0.2103	0.7693
8834	-0.4214	0.5278
107984969	-1.2108	0.0806
256302	-1.5615	0.1545
5606	-1.4364	0.0298
3768	-2.3984	0.2737
105371589	-13.9016	0.1243
339263	-1.0329	0.0195
101930665	14.9581	0.2722
100134444	-17.8632	0.2022
23666	-0.9053	0.2249
105371595	0.0000	nan
105371597	0.0000	nan
284123	0.0000	nan
105377824	0.0000	nan
107987246	0.0000	nan
105377822	0.0000	nan
284124	0.0000	nan
100462977	2.7981	0.0356
105371703	0.0000	nan
105371704	0.0000	nan
100616277	-18.7688	0.4950
26118	-0.8118	0.3386
105371705	16.3718	0.2722
440419	0.0000	nan
8844	-2.5851	0.0747
3965	2.9268	0.2670
4843	-14.0000	0.2277
201229	-0.4293	0.6434
105371708	0.0000	nan
105371709	-20.8649	0.0345
51701	-0.2563	0.7972
102724517	0.1501	0.9062
105371711	-17.3581	0.0524
105371710	-16.2901	0.4950
23615	-16.6128	0.4040
105371712	0.0000	nan
23614	0.0000	nan
101926984	-0.2518	0.8387
284085	-14.5192	0.2754
27346	0.7474	0.2397
90410	0.4612	0.4775
7126	-0.3265	0.4388
26073	0.1958	0.1045
147007	-0.4369	0.1110
100616388	-18.5179	0.2192
645832	-16.2741	0.2691
7448	-19.0454	0.0004
23098	-1.5521	0.0110
113235	-1.3736	0.0171
9058	0.0000	nan
8456	-12.6721	0.2192
9094	-0.9976	0.1295
94005	0.6820	0.2947
230	-0.7131	0.3841
10615	2.4772	0.1818
100506436	-0.8639	0.2815
124923	-0.7654	0.2654
9703	-0.7815	0.2214
6388	-0.7716	0.0415
6830	-0.6437	0.1937
147011	-2.0420	0.0841
83871	-0.1276	0.8695
6147	0.3170	0.8004
26808	-21.9286	0.0957
26773	-0.3042	0.7935
26809	0.4774	0.7450
26772	1.8309	0.0243
116238	-0.0762	0.8731
284086	-0.8271	0.1565
9618	-0.9235	0.2630
55731	-0.1647	0.7213
26284	-0.1514	0.3064
574411	0.0000	nan
100616273	0.0000	nan
406936	0.0000	nan
100616385	0.0000	nan
2319	-0.5991	0.2861
147015	-0.9476	0.4005
57649	-0.7936	0.1404
101927018	-2.4189	0.1043
105371716	-16.6630	0.1757
124925	-0.7928	0.6302
51268	-3.9786	0.3292
399687	-1.1455	0.2345
9220	-0.6566	0.2839
1411	0.9682	0.3764
57532	-0.9345	0.1951
100616122	-4.0207	0.3113
57551	0.3039	0.7982
116236	-1.0694	0.1264
90313	-0.2908	0.7491
28964	-0.7745	0.0328
124930	-1.2344	0.1804
84940	-1.7567	0.1108
85464	-0.2361	0.7614
107984990	-1.7464	0.1243
374786	-1.2108	0.5409
84081	0.0981	0.4315
494335	-20.7578	0.2530
100423003	-19.9474	0.2372
6532	1.1275	0.4519
105371720	0.0000	nan
642	-0.5386	0.4395
105371721	0.0000	nan
388364	0.0000	nan
1362	-1.0360	0.2273
9527	-0.5135	0.1321
26083	-12.9014	0.4950
101927093	0.7118	0.7434
107133515	-0.6643	0.0829
6459	-19.0046	0.0003
105371723	-3.0141	0.0695
440423	-0.4934	0.2738
51379	-0.4151	0.5700
79915	1.2403	0.4954
79736	-0.4910	0.2409
55803	-19.0542	0.1522
84282	-0.6666	0.3395
503645	-2.4465	0.0156
107984974	0.0642	0.9269
646030	0.3434	0.8042
105371722	-0.4807	0.7652
100616266	0.0000	nan
4763	-0.6181	0.4539
101927057	-3.6551	0.0563
4974	-0.9847	0.2966
2124	-1.1740	0.3000
2123	0.4049	0.5960
84440	-1.0072	0.0740
105371725	-13.5888	0.4950
100616248	1.7461	0.4642
100189245	0.0000	nan
406968	-2.5008	0.1772
100616449	-17.3483	0.4950
100126356	-17.0806	0.4950
55352	-0.2831	0.7268
55813	-0.1128	0.3328
23512	-0.5632	0.5324
114659	-1.6371	0.3485
6458	-5.8314	0.2314
107985082	-1.0463	0.0314
102724625	-1.8197	0.3740
105371730	-0.4853	0.2919
55288	-0.6389	0.1286
503640	0.8119	0.3821
105371731	2.3651	0.3665
162494	-0.0188	0.9861
105371732	-15.3638	0.4950
64149	-0.1601	0.7548
693217	-0.4482	0.6331
7756	0.1960	0.7735
5717	0.0230	0.9378
8851	-1.2556	0.4269
4642	-1.8099	0.1077
105371734	-3.1691	0.1025
107985012	-3.2628	0.2366
102724715	-1.7438	0.2071
26022	-1.5780	0.1442
102724731	-2.9980	0.0110
124912	-2.5605	0.4146
40	-19.8636	0.4282
105371737	-17.0354	0.4575
100506677	0.0000	nan
112268206	0.0000	nan
147004	0.0000	nan
107985038	0.0000	nan
107987247	0.0000	nan
107985035	0.0000	nan
107985036	0.0000	nan
107985039	0.0000	nan
105371735	0.0000	nan
101927239	15.1560	0.2722
6347	1.1828	0.5266
6354	3.8519	0.2675
6356	4.9127	0.2856
6355	3.3577	0.3165
6357	-16.3611	0.1083
6346	0.0000	nan
105371738	0.0000	nan
105371739	0.0000	nan
400591	0.0000	nan
124842	0.1479	0.9236
105371740	-14.1980	0.4950
105371742	-14.6249	0.3432
105371741	0.0000	nan
10693	-0.4476	0.3970
91603	-0.2655	0.5273
3980	-0.1144	0.7564
117584	-0.5654	0.1098
100529207	-0.4972	0.1751
5892	-0.4384	0.1510
54752	0.0214	0.9443
54475	-0.0895	0.8982
146862	-11.3982	0.4950
146861	2.8572	0.3357
105371932	-1.2412	0.0023
162394	-0.1479	0.7665
91607	-0.3581	0.3448
105371933	-0.6571	0.5433
55106	-0.3874	0.6212
146857	-0.5154	0.3459
100506736	1.5185	0.2694
107985032	0.0000	nan
342618	1.6107	0.4898
107985033	18.2463	0.2722
105371743	0.8068	0.5289
692076	1.7343	0.4348
5193	-0.5184	0.0330
163	0.1141	0.8187
91608	0.4452	0.7508
246176	0.0000	nan
79148	-15.5511	0.2219
107985067	0.0000	nan
146853	0.0000	nan
8148	-0.9205	0.1861
256957	1.5559	0.4672
105371744	-16.1740	0.3066
6352	4.8634	0.0019
105371745	-17.3163	0.0709
100533789	15.7445	0.2722
201299	0.8238	0.7046
57151	0.0000	nan
6360	0.0000	nan
6358	0.0000	nan
348249	0.0000	nan
6359	0.0000	nan
107985068	0.0000	nan
6368	0.0000	nan
105371746	14.2689	0.2722
6362	0.0000	nan
102724850	0.0000	nan
6348	-14.2679	0.4950
101927369	0.0000	nan
6351	0.0000	nan
107985055	0.0000	nan
107985056	0.0000	nan
414059	-2.4235	0.0130
414062	-16.2604	0.4950
9560	-14.5841	0.4950
105371747	2.0675	0.1169
102724862	-2.8301	0.0103
102724956	-19.8725	0.0267
101060321	-2.4727	0.0110
102723414	0.3541	0.8734
729877	-2.7049	0.0104
84218	-2.5711	0.0258
100510707	-2.2095	0.1045
105371749	-17.7942	0.1439
9326	-0.0070	0.9869
80179	0.2750	0.3045
284098	0.4111	0.6769
79893	-0.2016	0.4458
79154	0.3108	0.2033
107985031	0.9567	0.6031
79922	-2.4064	0.0010
105371750	3.5260	0.3124
105371751	-12.4787	0.4950
102723471	14.5010	0.2722
3975	16.0722	0.2722
26574	0.4359	0.0695
100422969	-17.7315	0.4950
105371753	-14.2097	0.3229
31	-0.6991	0.1893
106635523	0.0000	nan
284099	0.2222	0.8947
6871	-0.4035	0.1335
11072	-0.5909	0.1562
11276	-0.9367	0.2980
11056	-0.2834	0.6157
102465136	-2.3277	0.1049
105371755	-2.1157	0.4252
105371756	-1.8670	0.1495
6928	-14.8671	0.3432
107985009	-14.6189	0.4950
105371754	-12.6290	0.4950
105371757	-14.4259	0.4950
284100	-13.5962	0.2192
101060351	-2.7395	0.0055
102723608	16.7012	0.2722
101060376	-2.7513	0.0037
101060389	-2.0707	0.0282
102723819	18.6995	0.0550
414060	-2.7943	0.0125
101929950	-1.2097	0.1089
102723859	-1.9396	0.0080
102723933	1.3534	0.5475
729873	-2.6910	0.0145
440434	-1.8163	0.0072
105371760	0.0000	nan
84311	-0.5043	0.4704
440435	-0.7600	0.5427
30837	-1.5001	0.0148
57636	-1.7203	0.0407
101929494	-0.9112	0.2185
80725	0.5874	0.7342
105371761	0.0000	nan
100170841	-1.4252	0.2917
105371764	0.3052	0.7952
105371763	-3.6564	0.0668
100616203	0.0000	nan
4302	-2.0721	0.0007
105371762	-3.5702	0.0075
100616153	0.0000	nan
284106	-0.9268	0.0957
7703	-1.5642	0.0377
100287808	-0.4369	0.6718
100189176	0.0000	nan
5691	0.8989	0.4286
8396	-0.7954	0.1017
54883	-0.3713	0.1690
100616416	0.0000	nan
388381	15.0841	0.2722
9349	1.0915	0.3777
109617002	-0.2451	0.7362
619505	-21.4161	0.1474
100189435	0.0000	nan
100189052	0.0000	nan
100189090	-19.5138	0.3066
3927	0.0093	0.9915
102465467	-20.6931	0.3033
100505576	-0.4234	0.6692
494188	-14.8598	0.3642
105371767	0.0000	nan
105371766	0.0000	nan
342666	16.4228	0.2722
100131347	-19.9492	0.2925
57125	-4.3777	0.2927
100189105	0.0000	nan
100189414	0.0000	nan
390790	-15.3339	0.4950
105371768	-1.9018	0.0385
782	-1.5479	0.0046
6143	0.7753	0.5208
342667	-1.3423	0.1492
101929578	0.0166	0.9943
84961	-0.7350	0.0869
113839521	-17.0937	0.4950
5469	-0.6317	0.2786
51755	-0.5086	0.4597
105371770	-0.7281	0.4536
105371771	-13.4970	0.4950
4761	-13.3103	0.4950
84152	0.0000	nan
10948	-1.0961	0.0560
8557	-18.2114	0.1294
5409	14.8374	0.2722
93210	-0.3909	0.4426
2064	-1.3958	0.1536
100616132	-21.9798	0.1082
84299	0.1020	0.6730
2886	0.4837	0.7067
22806	-12.3771	0.3066
124626	-12.7022	0.4950
55876	-1.7674	0.1905
94103	-1.0316	0.1641
100505591	-0.6850	0.4630
112268187	-18.0937	0.0173
284110	4.1878	0.2947
5709	-0.3134	0.5602
1440	17.9664	0.2722
9862	-0.8845	0.0861
102466757	-1.4272	0.4978
101340251	3.0614	0.2515
7067	-0.7287	0.2041
9572	-1.4514	0.1832
339287	-0.8116	0.1372
22794	-0.8522	0.0252
102466986	18.1201	0.2722
51195	-1.5116	0.0232
102465523	0.0000	nan
147179	-0.9115	0.2744
990	1.2779	0.4411
5914	-1.6902	0.0437
105371934	-0.9761	0.2677
101929693	-4.7631	0.0000
125111	-0.6898	0.4545
7153	3.4535	0.2622
3487	-0.7318	0.3468
107985064	-1.0977	0.2417
84951	1.0643	0.1843
105371773	-15.4981	0.3642
101059954	-17.2013	0.0650
107985090	-0.2716	0.8599
1236	-3.2723	0.0643
6605	0.1401	0.0126
125113	2.3570	0.3670
105371775	0.0000	nan
192666	-12.5462	0.4950
147183	16.0501	0.2722
353288	0.0000	nan
342574	0.0000	nan
162605	0.0000	nan
105371776	-15.4307	0.4950
3858	0.1054	0.9244
147184	-0.7329	0.1658
105371777	-15.6113	0.0371
3859	-13.9811	0.2192
54474	13.4122	0.2722
25984	0.1414	0.9283
107985072	1.1490	0.5495
390792	0.0000	nan
125115	5.1192	0.2055
85293	0.0000	nan
83897	0.0000	nan
83896	0.0000	nan
83895	2.4840	0.2028
728255	-15.0290	0.4950
81850	3.7954	0.1426
81851	5.1827	0.2831
81872	6.0854	0.2429
728279	5.0380	0.2478
730755	3.3309	0.2836
85294	4.7324	0.2620
100132476	17.7126	0.2722
728224	18.2111	0.2722
100132386	18.9416	0.2722
653240	15.3658	0.2722
83755	15.4934	0.2722
81871	0.0000	nan
85289	15.7693	0.2722
84616	0.0000	nan
85290	0.0000	nan
85291	0.0000	nan
85285	16.0254	0.2722
728318	0.0000	nan
83899	0.0000	nan
83900	0.0000	nan
83901	0.0000	nan
85280	0.0000	nan
81870	0.0000	nan
100507608	0.0000	nan
100505724	0.0000	nan
100533177	0.0000	nan
100505753	1.6989	0.1297
83902	0.0000	nan
3883	-12.8398	0.4950
105371778	0.0000	nan
3884	2.9397	0.2869
3885	2.4053	0.0112
3881	15.9293	0.2722
100505782	0.0000	nan
8688	0.0000	nan
8687	4.5678	0.1755
3882	0.7105	0.7438
3886	0.0000	nan
8689	0.0000	nan
3860	15.0706	0.2722
3866	2.7461	0.3496
102466658	0.0000	nan
3880	3.9305	0.0391
147093	0.0000	nan
3857	-16.1806	0.4395
3861	4.8424	0.2593
3868	1.6343	0.4764
3872	0.2039	0.4915
284116	0.0000	nan
10209	-1.1182	0.2596
2520	17.9525	0.2722
9001	1.8836	0.4054
3728	-0.9469	0.4936
10609	0.2048	0.4977
60681	0.0608	0.8953
115024	0.3006	0.7302
317719	-1.9645	0.0414
55175	-0.8463	0.1235
47	-0.5414	0.3205
83538	-1.6996	0.0433
1267	-0.7068	0.1710
7266	0.4516	0.0027
28511	0.0545	0.8806
201181	0.6774	0.4338
110806298	-0.1434	0.8825
79132	0.2131	0.8677
2648	-1.9868	0.0011
94086	-19.2986	0.2254
5878	-0.4081	0.3439
105371781	-2.3098	0.1716
23415	1.4618	0.4359
3060	0.0000	nan
84514	-0.5442	0.5559
6777	-1.1780	0.0129
6776	-0.1599	0.8258
6774	-0.8394	0.1000
284119	-0.0630	0.8959
102725238	-1.9642	0.2396
535	-0.5994	0.4961
100847030	-17.9820	0.4950
100847046	-1.1304	0.3644
4669	-1.9323	0.1010
108783654	-0.7159	0.1227
3292	-0.7915	0.2194
80347	-0.9922	0.1040
6945	-0.0290	0.8983
29893	0.7081	0.0893
162427	-0.3304	0.5318
7283	-0.1743	0.6959
27175	-1.3268	0.0374
79990	-2.0935	0.0282
2826	-1.9548	0.1313
8506	-1.8019	0.2586
2145	-1.0802	0.0230
102466195	-17.7877	0.4950
100190938	-0.0303	0.9798
10266	0.8312	0.5723
84313	-0.2834	0.5583
65266	0.6108	0.7267
28958	0.3505	0.6708
124817	-0.3429	0.2061
8678	-0.8508	0.1492
102465468	-19.6834	0.3065
107985007	-0.0933	0.9180
10197	0.3929	0.6257
314	-3.3317	0.0414
8639	-1.9559	0.2786
90586	14.7962	0.2722
388387	0.0000	nan
2538	0.0000	nan
100885850	0.0389	0.9624
80755	0.0341	0.9669
100885848	0.4760	0.7229
146923	-0.9596	0.1501
6155	0.3824	0.7189
3430	1.5794	0.4169
10493	0.3023	0.7352
8153	-2.4578	0.1497
672	1.6416	0.3314
10230	-0.2439	0.7812
101929767	-0.4046	0.3577
4077	-0.6039	0.1712
113277	-0.5893	0.6038
100874261	-0.7192	0.5615
6066	0.0000	nan
105371785	-3.4673	0.0359
100130581	0.0243	0.9243
379	-1.4341	0.2342
106660605	-16.4739	0.2753
100313779	0.0000	nan
1659	-0.5581	0.1725
2118	0.6270	0.3395
4222	0.8081	0.6366
105371786	2.6798	0.0131
107985085	-15.1837	0.3066
50964	-12.7102	0.4950
1845	-0.5760	0.3865
284067	-0.5418	0.7861
4356	-1.3758	0.1645
107984979	1.2376	0.5043
146894	2.1278	0.1970
107985077	-13.3940	0.4950
4355	-0.9151	0.0552
105371787	0.0000	nan
23591	0.0000	nan
107985086	0.0000	nan
102724183	0.0000	nan
107546764	0.0000	nan
5539	-16.1134	0.3065
5697	1.6382	0.1259
162417	0.0316	0.9725
84336	0.0503	0.9472
124801	0.4813	0.0023
92579	0.4034	0.3792
10014	-0.2322	0.7798
105371789	1.7458	0.4642
78995	0.9436	0.3823
92591	-1.6722	0.0216
339201	-0.8295	0.0218
79089	-0.6529	0.0918
56970	-1.3771	0.0306
101926967	-2.4445	0.0085
7343	-0.5216	0.3221
102465469	-19.9373	0.1082
6521	0.3535	0.8736
105371790	0.0000	nan
101926996	-0.1319	0.8894
10900	-0.3988	0.6850
51629	0.3282	0.3031
2896	-1.6099	0.0782
284069	-2.0994	0.0500
3674	0.3832	0.7879
23131	-1.1904	0.1172
105371791	0.0000	nan
2535	0.3138	0.7080
101927017	17.9454	0.2722
284071	1.2090	0.2746
124808	-0.1906	0.2221
105371792	-0.5539	0.4828
80174	0.3132	0.5818
107985044	1.0522	0.2948
4185	-0.8967	0.1560
10052	0.9372	0.5029
51751	-2.3109	0.1646
9343	-0.1990	0.6572
388389	-1.4970	0.0931
2670	-0.7804	0.3155
100528020	-0.9942	0.0540
105371793	2.1376	0.3867
146909	2.5032	0.3025
102466734	2.7109	0.3521
10882	-1.0665	0.5804
107987243	-17.1074	0.2307
79877	0.9417	0.0195
4836	-0.3696	0.3888
113026	-1.2649	0.0566
102465470	0.2573	0.7838
79777	-1.9457	0.0139
10614	-1.4693	0.0950
124790	-0.5704	0.2619
112268203	-0.5275	0.6445
105371795	-0.1140	0.8562
339192	-1.6714	0.1012
752	-1.1303	0.2573
107985040	-4.1938	0.0002
100133991	-0.9364	0.0079
124783	-14.9062	0.4950
9020	-1.9890	0.0002
105371796	15.3694	0.2722
201176	-0.7449	0.2980
9842	-1.3066	0.0763
100423004	-3.3049	0.0533
105369225	-0.9460	0.1385
55073	-1.2880	0.0491
105376839	-0.9094	0.5019
644172	-0.0534	0.9611
147081	-0.8904	0.0673
104909134	-1.5302	0.0351
105371802	-14.3993	0.4950
107985028	0.0000	nan
1394	-12.4963	0.4950
100128977	0.0000	nan
162540	0.0000	nan
4137	-0.9483	0.1748
100130148	0.0000	nan
105371800	0.0000	nan
246744	0.0000	nan
284058	-1.3375	0.0084
107985027	-0.3822	0.4708
644246	2.1895	0.2288
100506084	-0.3601	0.5549
9884	-1.2353	0.0870
107987254	-2.6934	0.0497
728806	-1.4653	0.1182
51326	-1.0006	0.2267
474170	-1.2374	0.0680
644297	-3.1063	0.0380
4905	-0.0011	0.9987
7473	-0.3516	0.5675
101929777	0.0000	nan
7484	0.9586	0.6601
105371798	0.0000	nan
112268191	0.0000	nan
9570	-0.7503	0.0846
100847067	0.0000	nan
388394	-17.4723	0.4480
101927060	-1.8606	0.1380
996	-0.0292	0.9750
4635	-17.7120	0.1440
3690	-0.5979	0.5591
107985029	-14.4564	0.4950
102724508	-18.3452	0.0313
124989	-1.5610	0.0591
653479	-0.2084	0.7304
9520	-1.1715	0.0134
112268184	-0.4206	0.4543
3837	0.5841	0.0297
9755	-1.2816	0.0882
30009	3.3888	0.3172
114881	-0.2236	0.7869
124995	0.2254	0.7837
90506	-0.4693	0.6642
90507	-1.7486	0.0294
80320	-0.3913	0.6382
102724532	0.3090	0.6798
6668	-0.7289	0.3321
100506325	0.1192	0.8295
55163	0.5377	0.1862
79170	1.2489	0.3766
80279	-0.5226	0.0166
51226	-0.3472	0.5140
113218499	-0.8647	0.4279
406943	0.9058	0.5935
4779	-1.1055	0.0657
10951	1.0831	0.4290
29916	-1.1840	0.0419
8631	1.7462	0.4641
100302211	0.0000	nan
105371807	0.0000	nan
101927166	5.1608	0.2837
105371808	-15.4176	0.4950
3211	-15.4646	0.3876
3212	-1.1246	0.1446
100874362	-1.9472	0.0635
3213	-1.1437	0.2029
3214	-2.0377	0.1591
406902	-21.4237	0.3079
404266	-1.0489	0.1616
3215	0.5887	0.6935
3216	-0.8596	0.2141
3217	-0.9115	0.1223
3218	-1.1986	0.4449
3219	-1.1968	0.6128
406972	0.0000	nan
101060400	1.1066	0.4088
105371809	-1.1765	0.5050
360205	0.0000	nan
84366	0.0000	nan
100422978	0.0000	nan
10481	-14.1245	0.3033
105371811	17.0415	0.2722
105371812	19.3613	0.2722
284076	1.1605	0.5351
105371813	0.0000	nan
10241	-0.7734	0.1204
105371814	0.7937	0.0589
516	0.8700	0.1953
65264	-0.6352	0.0157
11267	0.3355	0.7085
2695	2.8706	0.0031
10642	1.2781	0.2557
124872	2.5584	0.3636
7229	0.0000	nan
2793	0.0000	nan
51225	-15.8237	0.1890
162466	14.6337	0.2722
105371816	0.0000	nan
124871	-15.3619	0.2192
102465137	0.0000	nan
22834	-0.2930	0.3592
102724596	0.6008	0.5444
5245	1.1075	0.0294
101927207	0.0000	nan
4804	-0.4521	0.7741
100288866	-14.5862	0.4950
102465141	0.0000	nan
11248	-3.8342	0.0138
8405	0.0538	0.8510
107984999	-18.4711	0.0306
10237	0.8621	0.0148
81558	-0.7792	0.3258
11143	0.4115	0.4384
255061	-1.2082	0.5327
729220	-17.5303	0.0259
1748	-17.6192	0.0247
1747	-13.8670	0.4950
284080	-2.6685	0.0633
3675	-0.1175	0.8787
5164	-0.5671	0.3187
201191	-1.3248	0.2202
84687	-0.4674	0.5454
105371818	-15.7323	0.0233
6442	0.6281	0.3246
373861	0.4545	0.6649
1277	-1.2817	0.3275
101927230	-2.1746	0.0826
105371819	-19.2063	0.0478
105371822	-6.6764	0.0189
162461	-1.5848	0.4210
103752589	-5.5893	0.0909
64132	-0.6967	0.3737
51264	0.3082	0.7351
146956	0.6858	0.5688
55379	0.3091	0.1834
80221	-0.1147	0.8757
1101	-1.5561	0.1922
55316	-0.6835	0.0273
84073	-2.4206	0.1835
55040	-19.2881	0.1349
105371824	-20.4627	0.1809
64847	-0.7190	0.1455
253962	-1.2614	0.1845
8913	-2.3859	0.0808
101927253	1.1375	0.5534
8714	-1.6410	0.2834
91369	-0.0413	0.9385
51747	0.1196	0.8385
55018	0.0000	nan
102466918	0.0000	nan
124857	0.0000	nan
10140	-0.9559	0.3160
400604	-0.9838	0.4897
105371825	-12.2618	0.4950
9043	-0.7141	0.3078
654364	0.3701	0.7148
4830	0.7361	0.3511
4831	0.3950	0.7024
54799	-1.4174	0.1292
51096	0.0032	0.9889
101927274	16.4807	0.2722
440446	16.0297	0.2722
105371828	0.0000	nan
56934	1.9384	0.4328
105371829	0.0000	nan
105371830	0.0000	nan
105371831	0.0000	nan
107984983	0.0000	nan
100506650	0.0000	nan
107984982	0.0000	nan
84643	0.0000	nan
107985001	0.0000	nan
10040	-0.1983	0.7581
1353	-0.5728	0.4192
252983	0.1134	0.8673
107985002	-1.6625	0.1511
3131	-0.2868	0.8070
23531	0.3066	0.7909
101927367	17.5485	0.2722
105371833	0.0000	nan
102724732	0.0000	nan
101927389	-15.0992	0.4950
55273	-4.5316	0.1966
58488	-0.3400	0.3123
162282	-3.9552	0.3546
112268194	0.0000	nan
9241	-3.6176	0.4174
339210	-0.2607	0.6868
8526	-0.3278	0.7060
246754	1.3711	0.4921
7706	-0.4148	0.1001
100500827	0.0935	0.9182
8161	-0.4338	0.0287
105371836	13.8966	0.2722
59342	-1.0920	0.0181
376412	0.0000	nan
8165	-0.9816	0.0475
101927510	-13.3719	0.4950
124540	0.4952	0.6941
101927557	0.0000	nan
107984993	1.7461	0.4641
101927539	0.0000	nan
101927581	0.0000	nan
51649	-0.0791	0.6985
404093	-1.5090	0.0604
107985065	-15.8217	0.4202
7716	-0.6706	0.1989
101929185	-0.8332	0.3521
6426	0.6777	0.5337
105371840	16.7777	0.1719
101927666	0.0000	nan
140735	-0.8376	0.0459
26689	0.0000	nan
55545	0.0000	nan
124538	0.0000	nan
8288	-16.1112	0.1582
54903	-0.3898	0.5101
105371841	-14.2660	0.4950
4025	2.7103	0.3521
4353	0.0000	nan
9256	-3.0783	0.0540
100506779	-0.1835	0.6677
406934	0.0000	nan
100616220	0.0000	nan
6827	0.0951	0.6106
54894	-1.6699	0.0572
124535	-11.8248	0.4950
9110	-1.1109	0.0206
101927688	0.3769	0.7131
5414	-0.2504	0.7426
56155	0.6759	0.6605
107985048	-14.8801	0.4950
105371842	0.0000	nan
5889	0.2482	0.3423
105371843	-17.9935	0.2192
22843	-2.0266	0.2498
4591	-0.7626	0.1566
348235	1.0077	0.4639
768216	0.0000	nan
407027	0.0000	nan
55771	3.5119	0.2567
55181	-0.7343	0.0476
284161	-2.5571	0.0165
388403	-1.2366	0.1022
100616204	-17.6702	0.4950
101927728	0.0000	nan
105371845	0.0000	nan
105371847	0.0000	nan
79665	-0.9305	0.0089
1213	0.1655	0.8492
51651	0.1334	0.6527
81671	-0.4082	0.5469
406991	-0.6057	0.6168
51174	-0.7169	0.2508
6198	-0.3335	0.6571
51136	0.0971	0.9186
653645	-0.7487	0.2231
101927755	-0.8500	0.0276
105371848	-16.4442	0.1083
63897	-0.5344	0.0191
100616210	-1.4202	0.1517
105371849	-1.8014	0.0920
645638	-1.6253	0.0556
653653	-0.1982	0.8479
100996660	-4.0374	0.0121
762	-0.1425	0.8225
84669	-0.5616	0.3617
677681	0.0000	nan
105371850	0.0000	nan
124773	1.5303	0.4565
10513	-0.2902	0.7111
388406	0.0000	nan
8493	-0.6824	0.1191
54828	0.0473	0.9063
107984992	-15.8924	0.1083
101927855	-18.3398	0.3581
103689912	-18.3901	0.0169
6909	-1.1014	0.2870
388407	-19.2985	0.0753
9496	-0.5335	0.6994
342538	1.4432	0.2882
83990	2.8384	0.3239
57508	-0.2480	0.7885
9969	-0.1817	0.8471
440452	-2.3553	0.0018
105371853	0.0000	nan
105371936	0.0000	nan
146779	-14.9897	0.2192
105371854	0.0000	nan
339175	0.1364	0.6394
112268200	0.0000	nan
112268201	-18.9215	0.0159
11011	-0.2266	0.4247
112268202	-2.3535	0.0438
107985020	-2.6813	0.1315
9902	-2.9304	0.0594
162333	-3.9217	0.2395
105371855	-3.0949	0.1313
101927877	0.0000	nan
693218	0.0000	nan
26115	0.4316	0.7405
105371857	-1.3899	0.6164
105371856	-0.0552	0.9666
107983996	-2.0573	0.2533
1534	-0.6553	0.3539
1636	-2.5875	0.1937
81033	4.0322	0.2991
10238	-0.1031	0.7881
51204	0.1640	0.2560
4215	-1.2817	0.0877
107984984	1.5094	0.0079
101927898	-18.6626	0.0024
80774	0.2531	0.7291
729683	0.6988	0.6031
92335	-0.4606	0.1224
57003	0.0266	0.9691
11325	-0.7427	0.0019
