Gene	log2FC	p_value
117246	-0.1011	0.8543
5705	0.1577	0.1837
107984986	-0.2286	0.4959
6603	-0.7706	0.3048
146771	-0.8909	0.4670
1443	0.0000	nan
2689	0.0000	nan
107987248	0.3537	0.8735
1442	0.0000	nan
1444	0.0000	nan
112268204	0.0000	nan
2688	0.0000	nan
974	-16.5667	0.2476
6329	-13.3986	0.0502
105371858	15.7589	0.2722
400612	-12.3611	0.4950
92340	-0.6423	0.6529
3384	-4.4125	0.2607
2081	-1.5778	0.0060
105376843	-1.8392	0.1630
692227	-1.6363	0.2147
677842	-1.9308	0.3210
55852	-1.2278	0.2541
5175	-4.9036	0.4163
284021	-0.9922	0.4549
11232	-1.0797	0.2381
1655	-0.8197	0.2394
100616387	-2.9704	0.0191
100616408	-3.2441	0.0459
90799	-0.4938	0.4232
64750	0.1903	0.8010
109286553	-0.9592	0.1210
101929240	-1.6705	0.0085
146880	-4.6078	0.0054
102464831	-23.0603	0.0541
440456	-2.5306	0.0137
100422961	-2.1778	0.0317
105376844	-0.9331	0.1915
105371860	-19.3298	0.0091
374819	-2.7340	0.1179
107985000	-1.7016	0.3707
201283	-1.6433	0.0765
10672	0.0674	0.9499
105371864	-0.4545	0.8003
100507002	-2.6086	0.0035
8787	-4.1736	0.2424
105827617	0.0000	nan
8313	-2.7436	0.1458
201134	-0.7876	0.2844
105371867	-14.7516	0.1236
350	0.0000	nan
5578	0.1819	0.8414
101928001	0.0000	nan
693219	0.0000	nan
27091	0.0000	nan
27092	17.1012	0.2722
786	0.0000	nan
9931	-0.6785	0.4001
101928021	-1.8121	0.0732
5718	0.6637	0.5855
26207	0.2684	0.6881
100500895	0.0000	nan
693131	0.0000	nan
101928045	0.0251	0.9722
25926	-0.2925	0.4333
100124536	-18.6490	0.3033
2186	-0.3693	0.6485
284018	-0.3456	0.6209
7233	0.0000	nan
3838	1.3667	0.1397
100499466	-0.2461	0.6075
105371871	1.9139	0.4059
105371870	-3.4510	0.0055
440461	-14.7547	0.2691
51321	0.2984	0.2278
22901	0.4643	0.1250
9120	-1.5069	0.1052
5573	-1.1393	0.1154
55062	-0.1259	0.7287
693220	-0.4133	0.5841
54757	-1.1830	0.0739
105371873	1.4026	0.4885
101928104	-16.5073	0.1285
105371877	-15.0685	0.0007
105371874	0.6531	0.7280
10351	-1.1495	0.6377
10350	-3.2042	0.1209
104355297	-4.3329	0.0419
23460	-1.9994	0.0800
100847008	-18.8478	0.3033
100616316	-19.5848	0.3033
10349	-2.8820	0.1216
100133319	-14.8648	0.2192
23461	-2.4118	0.0911
105371878	-16.3604	0.4950
105371879	0.0000	nan
5608	-2.0631	0.2509
105371880	14.7274	0.0550
107985073	0.0000	nan
101928122	-15.3999	0.4950
102723487	0.0000	nan
105371881	0.0000	nan
112267896	0.0000	nan
101928141	-13.6792	0.4950
3773	1.8237	0.4508
105371882	0.0000	nan
400617	-0.7260	0.6415
3759	-1.1852	0.4110
105371884	0.0000	nan
101928165	0.0000	nan
107985015	0.0000	nan
102723505	2.7106	0.3521
102606463	0.5984	0.3832
102723517	0.0000	nan
400618	-0.6116	0.6061
101928205	-15.3310	0.2229
107987249	-12.9139	0.4950
6662	-1.5010	0.3857
146795	0.0000	nan
100499467	-0.1663	0.8603
400619	0.7876	0.6241
107985006	-18.8694	0.2217
107985005	-18.9468	0.2300
105371887	0.2824	0.4773
201266	-0.3187	0.3209
6752	1.0246	0.5745
9382	-0.1757	0.5073
84923	-0.5779	0.0190
55028	-0.6412	0.1452
642843	0.1739	0.8431
23580	-1.0036	0.1277
54549	-1.0547	0.3312
101928251	0.0000	nan
107985091	0.0000	nan
100134391	0.0000	nan
283982	0.0000	nan
400620	16.8630	0.2722
107985081	0.0000	nan
105371888	0.0000	nan
102723567	0.0000	nan
6169	0.7787	0.4419
85001	0.3848	0.6052
94015	-1.1812	0.3974
64446	16.2080	0.2722
105371891	0.0000	nan
124602	0.0000	nan
107985078	0.0000	nan
388419	0.0000	nan
350383	0.0000	nan
55890	-13.0335	0.2691
11314	0.0000	nan
124599	0.0000	nan
107985074	14.4749	0.2722
10871	16.0884	0.0443
100130520	0.0000	nan
100131439	0.0000	nan
146723	0.0000	nan
101928343	0.0000	nan
342510	15.8325	0.2722
105371894	14.3637	0.2722
326624	-1.1796	0.4672
146722	0.0000	nan
105371893	-2.1380	0.0820
100500847	-1.2985	0.1844
9368	0.1124	0.6544
26151	-0.8911	0.1654
54868	-0.8269	0.4080
2905	-2.0419	0.0803
2232	-0.2105	0.8303
283985	0.0000	nan
124590	0.0000	nan
92736	0.0000	nan
347741	0.0000	nan
283987	0.7165	0.6059
102723641	0.0000	nan
30850	-0.8739	0.1322
3396	1.2438	0.0065
23510	-1.3255	0.0587
100189078	0.0000	nan
100189181	0.0000	nan
100189371	0.0000	nan
10476	0.7587	0.2367
9121	-1.3157	0.0270
79637	-1.9094	0.0166
30833	0.2341	0.8136
107985034	0.0351	0.8550
51155	0.6286	0.2271
6613	0.2525	0.0634
79902	-0.0113	0.9838
23163	-0.9639	0.0371
51081	-0.1325	0.8247
57409	-0.5146	0.4872
100287042	0.0357	0.8413
60386	-0.3989	0.4075
2885	-0.5920	0.1411
100500841	0.0000	nan
9772	-1.4819	0.0477
102466911	-20.6189	0.0370
57513	-2.2663	0.0160
283989	-1.5078	0.0753
107985023	-1.8514	0.0791
3993	0.0404	0.9732
80022	-3.7263	0.4176
9400	-1.7163	0.0150
643008	-1.7827	0.1113
100130933	-13.7204	0.4950
107985013	-1.7613	0.0269
29115	-0.2031	0.6406
3691	-0.9500	0.3398
2584	-0.4305	0.6273
3021	0.5339	0.2979
100616282	0.0000	nan
85451	-1.2632	0.0140
201294	-18.0566	0.0242
23558	-1.0219	0.1441
91107	-0.9443	0.5408
201292	-0.9751	0.0853
64978	-0.6857	0.2865
85302	-0.9732	0.3134
51	-0.3447	0.4136
100529145	-0.9824	0.2676
100134934	-0.6494	0.4689
1018	-2.1739	0.0740
2125	13.9126	0.2722
6730	-0.4143	0.0065
8811	-0.8497	0.4096
353174	-0.8652	0.1724
23265	-0.6074	0.0797
102466753	-19.8355	0.3033
101928447	-16.8634	0.2277
2302	0.0000	nan
100507218	0.3315	0.5541
114804	-0.0351	0.9450
105371896	-12.8312	0.4950
107985019	-15.7224	0.2192
283991	0.2480	0.6723
84074	-1.6191	0.2012
5635	-0.4863	0.1883
8877	-0.0871	0.9128
63893	-1.1449	0.0071
15	-11.5276	0.4950
79651	0.0367	0.9560
114757	-0.5143	0.4669
768206	-0.9906	0.1786
100507246	0.6102	0.4434
677850	-1.2827	0.1609
677849	-20.5287	0.0007
677848	-0.2667	0.8772
10610	-1.2243	0.3601
55808	-14.7030	0.3862
105274304	-0.6582	0.6121
439921	0.2308	0.5436
23210	-0.4499	0.1761
124512	-0.8827	0.0609
6427	1.4091	0.3627
693221	-0.8465	0.1385
79157	-1.5301	0.0203
101928514	-15.6668	0.0109
107985089	0.0000	nan
283994	0.0000	nan
146664	-0.4289	0.7109
105371899	0.0000	nan
654434	-0.9010	0.1652
6397	-1.0167	0.2150
677781	-1.3992	0.3993
102466864	-1.9162	0.2162
105371900	0.4907	0.7641
105371901	-13.9841	0.2192
105371906	14.8845	0.2722
105371907	0.0000	nan
10801	-0.8722	0.1802
100422851	-17.6903	0.4950
112268199	0.4026	0.7851
105371903	-2.1777	0.1567
400622	0.0000	nan
100507351	14.7667	0.2722
107985079	15.3892	0.2722
100132174	0.0000	nan
105371908	0.0000	nan
400624	3.8128	0.3041
107985087	0.0000	nan
105371909	0.0000	nan
57690	-0.7434	0.3810
107985010	1.9132	0.4016
100131096	-1.6683	0.1496
11322	1.2220	0.3814
147138	0.7288	0.6694
100141515	0.0000	nan
9144	-2.0004	0.1406
7083	3.3254	0.0054
107985050	2.3275	0.0182
125061	0.7857	0.2736
332	3.5156	0.1171
283999	2.6016	0.3601
105371910	-0.1128	0.9419
100996291	1.9737	0.4276
105371912	-1.9526	0.0395
9021	-0.9591	0.3321
101928674	-0.8639	0.5158
9489	-1.3782	0.0057
8632	-1.1056	0.0567
107985047	0.0000	nan
100996295	0.1750	0.9115
101928710	1.3535	0.5475
112268196	-0.6128	0.0195
9267	-1.1357	0.0149
57602	-1.1367	0.0256
7077	-0.9588	0.3230
100653515	-1.5369	0.4521
3959	-1.1808	0.1881
124583	-1.0743	0.0091
100507410	1.7042	0.4527
114897	-0.3425	0.7925
64772	-3.4432	0.0085
146713	-0.6635	0.6329
100616170	0.0000	nan
100652929	-11.8262	0.4950
339221	0.0000	nan
84733	1.2198	0.1713
57332	-3.2145	0.0015
102723961	0.7287	0.6694
105371919	14.7822	0.2722
8535	-1.1428	0.1554
101928766	-13.0613	0.4950
101928738	0.0000	nan
125058	-1.2640	0.1091
55036	-2.4067	0.0144
100616121	0.0000	nan
2548	-2.7339	0.0103
9775	-0.4169	0.4047
79092	-4.0056	0.0346
6448	-2.2615	0.0316
284129	-2.1973	0.0002
57674	-0.8089	0.0995
100294362	-2.0570	0.0433
284131	-1.6171	0.0689
100616359	-21.4857	0.0761
4884	-0.0366	0.9835
57521	-1.1160	0.1635
105371922	0.0000	nan
107985021	-0.2648	0.6684
101928855	-14.4004	0.1082
107985022	-15.3116	0.4950
400627	-0.0788	0.9635
79643	-1.0655	0.1546
100129503	-1.1461	0.0672
440465	-1.4538	0.0106
10458	-0.4922	0.0079
107987250	-0.3293	0.4443
9625	-15.4260	0.2476
724027	0.0000	nan
100422915	0.0000	nan
442906	0.0000	nan
100302229	0.0000	nan
388428	-13.4870	0.4950
22994	-0.9480	0.2505
146705	-1.9799	0.0077
105371925	-2.6519	0.0117
284184	0.0408	0.9164
124565	-1.5167	0.1225
284185	-14.5019	0.2276
112268186	-1.5086	0.1911
100130370	-2.3548	0.0948
57597	-3.3163	0.0017
100616294	-19.4710	0.2753
100422944	-21.2661	0.0016
105371926	-18.2354	0.0061
112268189	-0.7213	0.0503
105371927	-16.7006	0.3066
71	0.1098	0.7391
25794	-3.4074	0.0463
80233	-1.2686	0.1270
55666	-0.7948	0.1429
83882	-0.8521	0.2462
5148	0.4792	0.7467
339229	-0.5330	0.3002
339230	-0.3475	0.2831
339231	0.1105	0.7252
9146	-1.0179	0.1322
102465471	-18.6284	0.2754
6182	-0.6384	0.2918
1468	-0.6356	0.2836
105371929	-13.4157	0.2192
105376789	13.6109	0.2722
2642	0.0000	nan
348262	-0.1034	0.9236
116729	-17.4076	0.1420
5034	-0.6619	0.3419
396	-0.8740	0.1426
10189	0.6297	0.4746
51529	0.9334	0.2586
5833	-0.4274	0.6815
256933	-0.4841	0.7142
51547	-1.5553	0.0032
4097	-1.2328	0.1140
92659	-0.0939	0.9327
5831	0.5433	0.6923
255275	-18.0522	0.0081
147111	-1.6374	0.5027
105371939	-15.6834	0.3033
79058	-0.1061	0.9072
201254	-0.1997	0.6477
201255	-0.7370	0.3442
5881	-2.7725	0.0208
51181	0.4496	0.3316
113523640	-14.3973	0.4950
5986	-1.3603	0.1053
2873	0.1077	0.8545
64118	-0.8249	0.0896
2194	-2.6480	0.3059
106633803	-18.1935	0.3033
284001	-2.7203	0.0207
9123	-2.2106	0.0216
102465472	-21.8494	0.0461
1453	-1.4979	0.0062
101929511	-15.0359	0.2192
107985059	0.0000	nan
924	-5.5180	0.3281
6398	-0.7371	0.5567
400629	-14.3973	0.2754
2837	2.3606	0.3651
79701	-0.9672	0.2238
284004	-0.8567	0.3358
79415	-0.8283	0.1420
105371941	0.4414	0.1806
26502	-1.0272	0.0727
100189255	-17.7052	0.4950
3607	-1.0102	0.0390
105371942	-0.9097	0.1290
56270	-1.2672	0.0443
10966	-0.6556	0.1126
100616196	0.0000	nan
105376791	-13.5727	0.4950
101929552	0.0000	nan
79672	-0.1554	0.2241
64122	-2.7891	0.0118
6904	-0.4844	0.1552
79755	-15.2512	0.1897
146712	0.3076	0.3051
284207	0.4042	0.7050
107987251	-2.6023	0.0069
101930496	-3.4930	0.0380
101929650	-0.8387	0.4741
105371948	-18.6863	0.1528
100505909	0.0284	0.9639
388574	-0.7533	0.1249
403340	1.9746	0.2444
105379279	0.0000	nan
105379280	2.5415	0.0626
105379281	0.0000	nan
102724130	14.4771	0.2722
105371950	0.0000	nan
260334	1.7105	0.4706
727758	0.4219	0.7106
102466878	-17.4828	0.4950
105371951	-15.8833	0.2192
9097	0.3166	0.7870
9984	-0.1133	0.6182
81035	-0.3618	0.1137
107985155	-1.5360	0.0667
105376854	-16.7176	0.3065
1068	0.0000	nan
27098	-0.6873	0.5101
105371952	-2.2675	0.0176
494514	1.1157	0.1323
7298	1.5501	0.3410
55556	0.6976	0.4681
7525	0.0712	0.9406
116	0.1263	0.9560
388456	0.0000	nan
107985165	0.0000	nan
105371953	2.8122	0.3453
56651	-14.3302	0.4950
105371954	-13.9079	0.4950
105371960	0.0000	nan
105371959	0.0000	nan
105371958	0.0000	nan
105371957	0.0000	nan
105371956	-13.5229	0.4950
105371961	0.0000	nan
64863	-0.1618	0.8448
10403	2.6457	0.1792
645158	-2.5113	0.0514
23347	-0.5247	0.5045
84034	-0.1863	0.8305
9663	-1.3858	0.0220
727896	-0.1461	0.8489
105371963	0.3535	0.8736
8736	-3.1890	0.0564
101927044	-1.0637	0.3370
10627	-0.0685	0.8856
104968399	0.3500	0.2615
103910	0.2718	0.3494
105371964	-14.9423	0.4950
7050	-0.2673	0.6546
105371965	19.3741	0.2722
100505592	0.4679	0.6162
9229	-0.0191	0.9871
649446	0.4166	0.6851
84777	-1.7964	0.0273
105371967	-0.4597	0.7223
107985137	0.0000	nan
201477	0.0000	nan
102465430	0.0000	nan
101410534	-14.2760	0.4950
284215	0.0000	nan
105371968	0.0000	nan
105371969	0.0000	nan
642597	0.0000	nan
147525	-0.8837	0.3597
339290	-0.3595	0.6111
7541	-0.0495	0.9345
107985144	13.3500	0.2722
105371970	1.3884	0.5389
23136	-0.5670	0.6356
107985145	-14.9559	0.0502
100286986	-16.5581	0.4503
645355	0.0000	nan
100616244	0.0000	nan
645369	-12.2181	0.4950
91133	-1.4421	0.4669
101927150	14.8138	0.2722
100422840	0.0000	nan
100130480	-15.9763	0.4950
105371972	-13.7261	0.4950
107985176	1.4920	0.2579
101927168	-0.4554	0.7292
79822	-3.2982	0.0038
400643	-13.0664	0.4950
284217	-0.1574	0.7356
101927188	-2.8762	0.2369
339291	0.0000	nan
105371973	0.0000	nan
105371974	0.0000	nan
105371975	0.0000	nan
112577592	-16.7688	0.3033
105371976	-17.4948	0.2413
5797	-1.3031	0.0371
107985119	-12.6350	0.4950
100192426	0.0000	nan
201475	-0.1908	0.6700
100287082	0.1275	0.8835
23255	-1.9087	0.0060
4729	0.2508	0.6574
101927275	-1.9709	0.0959
23253	-0.5503	0.5259
107985188	-1.3581	0.0131
102724397	-1.1751	0.2133
57045	-0.0985	0.9298
105371980	15.9177	0.2722
10928	-0.1575	0.4834
9989	-0.4391	0.2580
101927323	-20.1617	0.0820
112268216	0.0000	nan
11031	-0.7273	0.2336
105371981	-14.9788	0.2754
84203	-2.7443	0.1416
105371982	-0.5296	0.6135
9218	0.4641	0.5873
105371983	0.0000	nan
105371984	-17.1920	0.3432
105371985	0.0000	nan
105371986	-18.6495	0.3130
105371989	0.0000	nan
105371988	-13.6511	0.2276
101927350	-13.9605	0.2192
147495	-0.5163	0.6094
8774	-0.3619	0.6223
105371990	-15.5925	0.2418
102724470	0.0000	nan
107987262	0.0000	nan
101927410	-14.8834	0.3065
63895	-3.9862	0.0934
102466735	-17.8308	0.4950
105371992	0.0000	nan
105371993	-1.0818	0.4796
105371995	0.0000	nan
107985173	0.0000	nan
105371994	0.0000	nan
101927433	0.0000	nan
646000	0.0000	nan
102465690	0.0000	nan
2774	-0.6445	0.0594
57132	-0.2416	0.3341
65258	-0.9576	0.0223
101927511	-16.1497	0.2804
3613	-1.6305	0.2487
342850	0.0000	nan
497259	0.0000	nan
1149	-14.3905	0.4950
105371996	0.0000	nan
84617	0.1740	0.7487
10939	-0.6381	0.1123
107985154	-0.6835	0.0301
10650	-2.4746	0.0066
105371998	-0.8058	0.2338
56907	0.0135	0.9843
56984	0.3344	0.3282
79959	-0.6643	0.1675
100996324	0.0000	nan
5771	0.5509	0.2147
81929	-0.0946	0.8667
55125	-0.3250	0.7075
753	-0.8748	0.5111
147276	0.0000	nan
100288122	0.0000	nan
100847080	0.0000	nan
107985120	-14.6518	0.3033
102724615	0.0000	nan
100616130	0.0000	nan
125228	-0.2473	0.4564
8731	-0.2689	0.7095
4161	-16.8227	0.0173
4158	0.7112	0.7436
162655	-0.2796	0.7114
440482	-1.6970	0.3913
284233	1.9735	0.4277
105372003	-16.5607	0.1543
440224	-15.0280	0.3066
388468	1.8035	0.4542
105372004	0.0000	nan
105372006	0.0000	nan
105372005	17.6474	0.2722
105372007	0.0000	nan
374860	-3.0461	0.0093
105372008	0.0000	nan
100422907	0.0000	nan
105372009	-18.0733	0.1951
105372010	0.0000	nan
400644	-19.4206	0.2249
101927642	-19.5072	0.1066
644669	17.1946	0.2722
6093	0.1182	0.9128
107985161	-19.6337	0.3375
101927496	-1.9118	0.2473
80000	-1.0894	0.2608
101927521	-0.8126	0.4927
114799	-1.0994	0.1202
6632	0.4591	0.0080
171586	-0.5458	0.5299
100302135	0.0000	nan
105376866	0.0000	nan
57534	-0.5048	0.5929
102723167	0.7900	0.6987
406922	0.0000	nan
406905	-18.8029	0.4950
105372016	0.0000	nan
102724208	0.0000	nan
100128893	-3.0518	0.3628
2627	0.1739	0.8597
105372017	0.0000	nan
105372018	-13.8881	0.4950
101927548	0.0000	nan
105372019	-14.0905	0.2192
64693	0.4853	0.7580
101927571	-17.7513	0.3642
5932	0.1658	0.7402
100616139	-1.2045	0.0534
91768	-0.9552	0.4602
85019	0.2088	0.3983
8780	-0.2698	0.4618
29919	-0.4312	0.1570
4864	-0.3932	0.0930
147463	-1.2786	0.4292
3909	-1.0484	0.1737
107985181	-15.9948	0.4950
105372023	0.7285	0.6695
125488	-0.0257	0.9478
102724246	0.6392	0.4129
112268213	0.0012	0.9982
26256	-0.8604	0.4340
114876	-0.3740	0.6141
100302195	0.0000	nan
55364	-0.6559	0.2184
59340	0.5541	0.5478
105372026	-0.0439	0.9803
729950	-19.0021	0.0667
105372027	-13.4091	0.4950
105372028	-15.9926	0.4950
105372029	0.0000	nan
105372030	-1.9732	0.3757
107985141	-14.0539	0.2754
25925	-1.6419	0.0162
107987256	0.0809	0.8591
105372031	-13.2777	0.4950
6760	0.1825	0.7857
143471	0.0000	nan
6875	-0.1141	0.8634
105372034	0.0000	nan
107985142	0.0000	nan
100506787	0.0000	nan
284252	-0.9517	0.2057
102466874	0.0000	nan
102725227	14.4882	0.2722
728606	0.0000	nan
105372035	18.2484	0.0102
361	0.0000	nan
147429	17.2526	0.2722
83539	0.0000	nan
105372036	0.0000	nan
107985143	0.0000	nan
105372037	0.0000	nan
105372038	0.0000	nan
105372040	15.7550	0.2722
105372041	0.0000	nan
107985126	0.0000	nan
105372042	0.0000	nan
1000	-0.2705	0.8658
105372043	0.0000	nan
105372044	0.0000	nan
105372045	0.0000	nan
100302131	0.0000	nan
105372046	0.0000	nan
105372047	0.0000	nan
1825	14.2608	0.2722
1824	2.5475	0.1760
101927698	0.0000	nan
1823	0.0000	nan
105372049	0.0000	nan
1828	0.0000	nan
101927718	0.0000	nan
147409	0.0000	nan
1830	-14.0187	0.3886
1829	-2.7099	0.0920
100652770	1.3889	0.5388
7276	-21.6779	0.4862
9331	-0.3883	0.7281
147407	-1.4150	0.0209
22878	-0.8429	0.2785
54941	0.6143	0.6997
51444	0.0377	0.9712
4225	-16.9833	0.0050
64762	-0.8578	0.1525
441818	-0.4115	0.2730
57565	0.0000	nan
112268208	16.0930	0.2722
105372055	0.0000	nan
105372058	0.0000	nan
107985186	0.0000	nan
374864	13.4207	0.2722
105372059	0.0000	nan
80816	0.5767	0.5421
107985157	-17.8258	0.0028
8715	16.3895	0.2722
1837	-0.2696	0.5671
105372061	-0.4820	0.6612
10982	-0.1272	0.8545
84307	-0.9040	0.0647
100101467	-1.2607	0.0191
10778	-0.5980	0.0018
107985139	-1.1517	0.0311
7572	-0.5450	0.4837
252884	-1.6308	0.0655
105372063	-15.3339	0.4950
125476	-0.4862	0.5428
100616257	0.0000	nan
2589	-0.8534	0.2570
105372065	-15.5319	0.2261
105372064	0.0303	0.9794
406963	0.0000	nan
100500864	0.0000	nan
105372066	3.5234	0.3125
83608	0.6904	0.1673
55197	-0.6125	0.4053
25800	-0.6571	0.3152
55250	-0.8059	0.0027
101927809	-0.8228	0.2077
55034	-1.4625	0.1335
80206	-1.9121	0.3547
105372071	-16.6425	0.4950
25941	0.7013	0.2324
57536	-1.0369	0.1350
105372069	0.0000	nan
56853	0.2658	0.8011
105372068	0.0000	nan
106635546	0.0000	nan
107985118	0.0000	nan
100422857	0.0000	nan
102724417	0.7460	0.7314
105372073	-15.4491	0.4950
105372072	2.3882	0.3786
105372074	0.0000	nan
112268212	0.0000	nan
105372076	0.0000	nan
105372077	0.0000	nan
647946	2.1534	0.3807
112268214	2.7454	0.3497
101927879	-14.0533	0.4950
100126323	0.0000	nan
101927857	0.0000	nan
100846997	0.0000	nan
100847025	0.0000	nan
105372079	-14.3863	0.2423
105372080	0.0000	nan
105372081	0.0000	nan
101927900	0.0000	nan
105372082	-17.3356	0.4950
107985132	0.0000	nan
105372084	0.0000	nan
107985168	0.0000	nan
641516	-13.0323	0.4950
105372083	0.0000	nan
105372085	0.0000	nan
5289	-0.6201	0.1411
284260	3.6695	0.1949
6014	0.0000	nan
6860	0.0000	nan
105372088	-16.4826	0.4950
105372087	-21.8747	0.1585
101927921	16.0211	0.2722
105667213	0.0000	nan
105372089	-18.5491	0.2827
101927943	-2.2804	0.1092
26040	-1.2522	0.0600
100422829	-18.8029	0.4950
105372091	-17.0649	0.4950
101927961	-15.9141	0.1892
8170	-1.6317	0.2480
101927980	-0.5428	0.6984
107985153	1.4251	0.2421
105372093	-0.9423	0.5854
105372092	0.0000	nan
6563	1.5716	0.2096
57724	0.1948	0.8665
284266	0.7109	0.6628
9050	-0.6270	0.4677
498	0.3630	0.4850
100188995	19.3962	0.2722
115106	-0.2531	0.5429
147339	-0.5765	0.4324
494470	0.7281	0.6696
105372095	0.0000	nan
125336	0.0000	nan
105372096	15.7046	0.2722
29906	3.7088	0.1701
105372097	1.5384	0.1140
9063	-0.1586	0.7845
83473	-0.8900	0.0754
100506888	-13.0010	0.4950
107983955	0.0000	nan
728929	-13.1950	0.4950
162699	-13.0010	0.4950
51224	-14.4654	0.2276
105372098	-0.7427	0.3901
84064	-0.7371	0.1422
51124	-0.1627	0.7972
652991	0.0000	nan
110175910	-16.0589	0.4950
100616264	0.0000	nan
105372100	0.0000	nan
4087	-0.4333	0.0760
105372101	20.3741	0.2722
201501	-1.2191	0.6693
105372104	0.0000	nan
84322	0.0000	nan
9811	-1.7803	0.0802
107987258	1.6466	0.2736
100616366	0.0000	nan
105372107	0.8765	0.3167
107985147	-3.0746	0.2432
105372106	-15.7298	0.4620
105372105	-1.7980	0.3037
4092	-0.3905	0.3105
105372108	0.5355	0.7608
100129878	-19.1828	0.0516
54808	-0.1755	0.5627
100616420	0.0000	nan
497661	-1.2858	0.0047
100526842	0.2497	0.7989
100302257	-20.3941	0.2276
6139	0.2956	0.7728
100124516	-3.9543	0.0593
26791	0.3452	0.8049
26790	-0.6429	0.4931
101928144	-12.5349	0.4950
9388	2.9707	0.3321
105372112	0.0000	nan
112268210	0.0000	nan
107984031	0.0000	nan
10449	0.9914	0.0198
103091864	-17.7991	0.0101
677769	-21.5453	0.0024
4645	-1.0607	0.1556
100422865	0.0000	nan
220136	0.0547	0.9534
4152	-0.9021	0.0151
30827	-1.2913	0.0542
105372114	0.0000	nan
220134	4.6216	0.2439
105372115	1.7108	0.4705
5596	0.0000	nan
105372116	0.0000	nan
83876	-0.3314	0.6418
4200	0.3498	0.6199
55520	-0.6237	0.1300
107985152	-1.2210	0.0631
105372117	-1.6064	0.0844
4089	-0.3419	0.4191
51320	-0.6002	0.3343
105372118	0.2161	0.8642
100287225	15.1786	0.2722
105372120	0.0000	nan
105372121	0.0000	nan
1630	0.7623	0.5294
100616232	0.0000	nan
102724651	-15.6901	0.4950
101928167	-15.6657	0.3066
8932	-0.1168	0.6328
677819	1.3740	0.5425
11201	-1.3324	0.0517
147323	-1.3828	0.4733
162681	0.9216	0.5762
284254	0.0000	nan
5874	0.1351	0.8898
80323	-1.3685	0.4953
107985125	18.0979	0.2722
105372125	-16.1843	0.4950
101927229	0.1976	0.8900
6925	-1.2053	0.3025
105372127	0.0000	nan
100616290	19.3012	0.2722
105372126	0.0000	nan
105372130	1.6753	0.4771
100132501	-0.0359	0.9744
107985183	-12.8818	0.4950
105372131	2.7102	0.3399
101927273	-14.8644	0.2277
107985164	-2.0170	0.2695
642484	-3.0692	0.2784
102724698	-16.5259	0.3033
100505474	0.0000	nan
105372132	0.0000	nan
105372135	0.0000	nan
9352	0.5523	0.5666
23335	-0.1999	0.8014
107985140	-1.5172	0.4709
105372136	0.0000	nan
100885779	-12.3954	0.4950
284257	0.0000	nan
105372138	0.0000	nan
51046	0.0000	nan
9480	1.1637	0.1894
112267870	0.0000	nan
2235	-0.2823	0.3765
4677	0.0234	0.9695
100505549	-1.1726	0.0051
5205	-0.4531	0.5393
105372141	0.1274	0.8976
105372140	0.0000	nan
23327	-1.6099	0.1612
105372143	-15.1339	0.3886
107985182	13.7025	0.2722
406906	0.0000	nan
100616357	0.0000	nan
115701	-1.1232	0.0147
105372145	1.0809	0.5371
106635543	0.0000	nan
102724745	-15.1384	0.1130
101927322	-1.5602	0.3105
10892	-0.9288	0.2097
105372146	0.1904	0.8017
105372147	0.0000	nan
55205	-1.3863	0.1013
112268211	-15.7322	0.4950
390858	0.0000	nan
107987259	-11.7472	0.4950
90701	-0.2100	0.7611
2922	-1.7877	0.6195
30062	0.0000	nan
339302	-17.4057	0.4372
3998	0.2422	0.8078
107985156	-4.7085	0.1836
147372	-1.4037	0.2293
5366	-0.2033	0.8372
105372151	0.0000	nan
105372152	0.0000	nan
105372155	17.0069	0.2722
4160	-0.9610	0.4845
105372156	0.0000	nan
28316	1.3095	0.4927
105372157	0.0000	nan
100996669	-14.0420	0.3033
220441	0.1659	0.8994
105372159	-16.4846	0.2220
112268209	-19.5668	0.4083
105372158	-16.5220	0.0502
23556	-0.6537	0.1732
57614	-0.1144	0.8762
8792	0.5908	0.6032
54877	-0.8399	0.1006
23239	-0.0676	0.8421
105372160	2.7854	0.0995
105372161	-15.5493	0.2917
596	-0.3148	0.7050
2531	-0.4114	0.1890
9525	0.0154	0.9774
5268	-13.8351	0.4950
89777	2.5011	0.1615
5275	13.5970	0.2722
6318	1.5262	0.5074
6317	-13.1029	0.4950
89778	0.0000	nan
8710	-0.6144	0.6167
5055	3.0952	0.2046
5273	0.2636	0.8678
284293	-0.1577	0.8974
105372165	-2.4156	0.1603
5271	0.4468	0.5856
221241	0.0000	nan
284294	0.0000	nan
400654	0.0000	nan
105372166	0.0000	nan
105372167	0.0000	nan
107985178	0.0000	nan
101927404	0.0000	nan
105372168	0.0000	nan
107985128	0.0000	nan
105372169	0.0000	nan
1005	11.7852	0.2722
105372170	0.0000	nan
28513	0.0000	nan
100847002	0.0000	nan
92126	0.4084	0.7417
643542	-0.1939	0.7714
105372174	0.0000	nan
105372173	-1.9147	0.2669
105372172	2.0939	0.3920
101927430	-12.7720	0.4950
105372175	-12.9904	0.4950
54495	-0.3109	0.7423
79839	-1.8459	0.1968
107985134	-14.5933	0.3300
107985135	-11.1571	0.4950
107985136	0.0000	nan
220164	-1.2498	0.2769
105372179	18.3750	0.2722
